Departure,Arrival,Date,"Flight
Count","% On-Time
Gate
Departures","% On-Time
Airport
Departures","% On-Time
Gate
Arrivals","Arrivals
With
EDCT","Average
EDCT
Where
EDCT>0","Gate
Departure
Delay","Taxi
Out
Delay","Average
Taxi
Out
Time","Airport
Departure
Delay","Airborne
Delay","Taxi
In
Delay","Block
Delay","Gate
Arrival
Delay"
ABQ,IAH,5/12/2020,2,100,100,100,0,0,0,2,12,0,15,2.4,3,0
ABQ,IAH,5/13/2020,2,100,100,100,0,0,0,0.5,10.5,0,9.5,2.9,0,0
ABQ,IAH,5/14/2020,1,100,100,100,0,0,0,0,9,0,10,2.9,0,0
ABQ,IAH,5/15/2020,2,100,100,100,0,0,0,8,17.5,2,15.5,2.4,7,1
ABQ,IAH,5/16/2020,2,100,100,100,0,0,0,0,8.5,0,10.5,0.95,0,0
ABQ,IAH,5/17/2020,2,100,100,100,0,0,0,0,8.5,0,7.5,2.95,1,0
ABQ,IAH,5/18/2020,2,100,100,100,0,0,0,1.5,11.5,0,11.5,3.4,0,0
ABQ,IAH,5/19/2020,2,100,100,100,0,0,0,1,11,0,12,1.45,0,0
ABQ,IAH,5/20/2020,2,100,100,100,0,0,0,0,9,0,13,1.9,1,0
ABQ,IAH,5/21/2020,2,100,100,100,0,0,0,0,9.5,0,6,1.95,0,0
ABQ,IAH,5/22/2020,2,100,100,100,0,0,0,0,9,0,8.5,3.9,0,0
ABQ,IAH,5/23/2020,1,100,100,100,0,0,0,0,8,0,8,0.9,0,0
ABQ,IAH,5/24/2020,2,100,100,50,0,0,0,1.5,11.5,0,211,3.4,201,197.5
ABQ,IAH,5/25/2020,1,100,100,100,0,0,0,0,9,0,10,2.9,0,0
ABQ,IAH,5/26/2020,2,100,100,100,0,0,5.5,0,8,4.5,8,2.4,0,0
ABQ,IAH,5/27/2020,2,100,100,100,0,0,0,1,10.5,0,11.5,1.95,0,0
ABQ,IAH,5/28/2020,2,100,100,100,0,0,0,2,11,0,11.5,1.95,0,0
ABQ,IAH,5/29/2020,2,100,100,100,0,0,0,3,13,0,9.5,2.4,1.5,0
ABQ,IAH,5/30/2020,2,100,100,100,0,0,0,0,10,0,8,3.4,0,0
ABQ,IAH,5/31/2020,2,100,100,100,0,0,0,0.5,10,0,9,3.4,1,0
ABQ,JFK,5/3/2020,1,100,100,100,0,0,0,8.1,17,0,0,0,0,0
ABQ,JFK,5/5/2020,1,100,100,100,0,0,12,2.1,11,14,0,0,0,0
ABQ,LAS,5/2/2020,2,100,100,100,0,0,0,2,9.5,0,1,0,0,0
ABQ,LAS,5/3/2020,1,100,100,100,0,0,0,3.5,11,0,1,0,0,0
ABQ,LAS,5/4/2020,1,100,100,100,0,0,0,0,3,0,6,1.8,0,0
ABQ,LAS,5/5/2020,1,0,0,0,0,0,20,7.5,15,28,1,0,0,19
ABQ,LAS,5/6/2020,1,100,100,100,0,0,0,0.5,8,0,0,0,0,0
ABQ,LAS,5/7/2020,1,100,100,100,0,0,0,0.5,8,0,0,0,0,0
ABQ,LAS,5/8/2020,1,100,100,100,0,0,0,0.5,8,0,1,0,0,0
ABQ,LAS,5/9/2020,1,100,100,100,0,0,0,0,7,0,0,0,0,0
ABQ,LAS,5/10/2020,1,100,100,100,0,0,0,0.5,8,0,1,0,0,0
ABQ,LAS,5/11/2020,1,100,100,100,0,0,0,1.5,9,0,4,0,0,0
ABQ,LAS,5/12/2020,1,100,100,100,0,0,0,3.5,11,0,0,0,0,0
ABQ,LAS,5/13/2020,1,100,100,100,0,0,0,0,7,0,0,0,0,0
ABQ,LAS,5/14/2020,1,100,100,100,0,0,1,1.5,9,3,0,0,0,0
ABQ,LAS,5/15/2020,1,100,100,100,0,0,0,0.5,8,0,0,1.8,0,0
ABQ,LAS,5/16/2020,1,100,100,100,0,0,0,3.5,11,2,0,0.8,0,0
ABQ,LAS,5/17/2020,1,100,100,100,0,0,0,1.5,9,0,7,0,0,0
ABQ,LAS,5/18/2020,1,100,100,100,0,0,0,4.5,12,0,0,0,0,0
ABQ,LAS,5/19/2020,1,100,100,100,0,0,0,1.5,9,0,1,0,0,0
ABQ,LAS,5/20/2020,1,100,100,100,0,0,0,1.5,9,0,5,0,0,0
ABQ,LAS,5/21/2020,1,100,100,100,0,0,0,1.5,9,0,2,0,0,0
ABQ,LAS,5/22/2020,2,100,100,100,0,0,1.5,5.8,14,6,0.5,0,0,1.5
ABQ,LAS,5/23/2020,1,100,100,100,0,0,0,1.5,9,0,3,0,0,0
ABQ,LAS,5/24/2020,1,100,100,100,0,0,0,1.5,9,0,0,0,0,0
ABQ,LAS,5/25/2020,2,100,100,100,0,0,0,2.3,10.5,0,3,0.9,0,0
ABQ,LAS,5/26/2020,1,100,100,100,0,0,0,4.5,12,1,1,0,0,0
ABQ,LAS,5/27/2020,1,100,100,100,0,0,0,3.5,11,2,2,0,0,0
ABQ,LAS,5/28/2020,1,100,100,100,0,0,0,2.5,10,0,0,0,0,0
ABQ,LAS,5/29/2020,2,100,100,100,0,0,0,1.8,10,1.5,1,0.95,0,0
ABQ,LAS,5/30/2020,1,100,100,100,0,0,0,0,7,0,1,0,0,0
ABQ,LAS,5/31/2020,1,0,0,100,0,0,21,8.5,16,30,1,0,0,13
ABQ,LAX,5/1/2020,1,100,100,100,0,0,0,3.5,11,0,0,0.2,0,0
ABQ,LAX,5/2/2020,2,100,100,100,0,0,0,2.25,11,0,4,0,0,0
ABQ,LAX,5/3/2020,1,100,100,100,0,0,0,0,10,0,7,0,3,0
ABQ,LAX,5/4/2020,1,100,100,100,0,0,0,5,15,0,1,0,1,0
ABQ,LAX,5/6/2020,1,100,100,100,0,0,0,5,15,0,6,0.3,6,0
ABQ,LAX,5/7/2020,1,100,100,100,0,0,0,7,17,0,1,0,0,0
ABQ,LAX,5/8/2020,1,100,100,100,0,0,1,0,7,0,5,0,0,0
ABQ,LAX,5/9/2020,1,100,100,100,0,0,0,1,11,0,6,0,0,0
ABQ,LAX,5/11/2020,1,100,100,100,0,0,0,3,13,0,5,0,0,0
ABQ,LAX,5/12/2020,1,100,100,100,0,0,0,4,14,0,4,0,1,0
ABQ,LAX,5/13/2020,1,100,100,100,0,0,0,1,11,0,8,0,6,0
ABQ,LAX,5/14/2020,1,100,100,100,0,0,0,2,12,0,6,0.3,3,0
ABQ,LAX,5/15/2020,1,100,100,100,0,0,0,5,15,0,3,0,0,0
ABQ,LAX,5/16/2020,1,100,100,100,0,0,0,2,12,0,7,0,0,0
ABQ,LAX,5/17/2020,1,100,100,100,0,0,0,4,14,0,6,0,0,0
ABQ,LAX,5/18/2020,1,100,100,100,0,0,0,1,11,0,5,1.3,0,0
ABQ,LAX,5/19/2020,1,100,100,100,0,0,0,0,10,0,8,0,1,0
ABQ,LAX,5/20/2020,1,100,100,100,0,0,0,0,8,0,5,0,0,0
ABQ,LAX,5/21/2020,1,100,100,100,0,0,0,6,16,0,12,0,15,2
ABQ,LAX,5/22/2020,1,100,100,100,0,0,0,0,10,0,3,1.3,1,0
ABQ,LAX,5/23/2020,1,100,100,100,0,0,0,2,12,0,2,0,0,0
ABQ,LAX,5/24/2020,1,100,100,100,0,0,0,7,17,1,3,0,3,0
ABQ,LAX,5/25/2020,1,100,100,100,0,0,0,0,7,0,4,0,0,0
ABQ,LAX,5/26/2020,1,100,100,100,0,0,0,0,8,0,4,0,0,0
ABQ,LAX,5/27/2020,1,100,100,100,0,0,0,4,14,1,7,0,0,0
ABQ,LAX,5/28/2020,1,100,100,100,0,0,0,1,11,0,8,0,0,0
ABQ,LAX,5/29/2020,1,100,100,100,0,0,8,0,10,8,2,0,0,0
ABQ,LAX,5/30/2020,1,100,100,100,0,0,0,5,15,0,4,0,0,0
ABQ,LAX,5/31/2020,1,100,100,100,0,0,0,0,7,0,7,0,0,0
ABQ,MCO,5/2/2020,1,100,100,100,0,0,0,1.5,9,0,1,0,0,0
ABQ,MDW,5/1/2020,1,100,100,100,0,0,0,1.5,9,0,4,0,0,0
ABQ,MDW,5/2/2020,2,100,100,100,0,0,0,2.25,9.5,0,9,0,0,0
ABQ,MDW,5/3/2020,1,100,100,100,0,0,0,0.5,8,1,7,0,0,0
ABQ,MDW,5/4/2020,1,100,100,100,0,0,0,3.5,11,0,0,0,0,0
ABQ,MDW,5/5/2020,1,100,100,100,0,0,0,1.5,9,0,7,0,0,0
ABQ,MDW,5/6/2020,1,100,100,100,0,0,0,0,7,0,6,0,0,0
ABQ,MDW,5/7/2020,1,100,100,100,0,0,1,0,7,1,0,0,0,0
ABQ,MDW,5/8/2020,1,100,100,100,0,0,0,0,7,0,5,0,0,0
ABQ,MDW,5/9/2020,1,100,100,100,0,0,0,0.5,8,0,4,0,0,0
ABQ,MDW,5/10/2020,1,100,100,100,0,0,0,2.5,10,0,5,0,0,0
ABQ,MDW,5/11/2020,1,100,100,100,0,0,0,0.5,8,0,0,0,0,0
ABQ,MDW,5/12/2020,1,100,100,100,0,0,0,5.5,13,0,0,0,0,0
ABQ,MDW,5/13/2020,1,100,100,100,0,0,0,0,7,0,4,0.7,0,0
ABQ,MDW,5/14/2020,1,100,100,100,0,0,0,1.5,9,0,7,0,0,0
ABQ,MDW,5/15/2020,1,100,100,100,0,0,0,1.5,9,0,4,0,0,0
ABQ,MDW,5/16/2020,1,100,100,100,0,0,0,0,7,0,3,0,0,0
ABQ,MDW,5/17/2020,2,100,50,50,0,0,0,10.8,19,10,10.5,0,9,15.5
ABQ,MDW,5/18/2020,1,100,100,100,0,0,0,6.5,14,0,6,0,3,0
ABQ,MDW,5/19/2020,1,100,100,100,0,0,0,4.5,12,0,6,0,4,0
ABQ,MDW,5/20/2020,1,100,100,100,0,0,0,0.5,8,0,2,0,0,0
ABQ,MDW,5/21/2020,1,100,100,100,0,0,0,2.5,10,2,6,0,0,0
ABQ,MDW,5/22/2020,1,100,100,100,0,0,0,4.5,12,3,4,0,0,0
ABQ,MDW,5/23/2020,1,100,100,100,0,0,0,4.5,12,0,6,0,0,0
ABQ,MDW,5/24/2020,1,100,100,100,0,0,0,2.5,10,0,5,0,0,0
ABQ,MDW,5/25/2020,1,100,100,100,0,0,0,0.5,8,0,0,0,0,0
ABQ,MDW,5/26/2020,1,100,100,100,0,0,0,1.5,9,0,8,0,4,0
ABQ,MDW,5/27/2020,1,100,100,100,0,0,0,1.5,9,0,5,0,2,0
ABQ,MDW,5/28/2020,1,100,100,100,0,0,0,3.5,11,0,9,0,7,3
ABQ,MDW,5/29/2020,1,100,100,100,0,0,0,1.5,9,0,5,1.7,2,0
ABQ,MDW,5/30/2020,1,100,100,100,0,0,9,1.5,9,11,3,0,0,0
ABQ,MDW,5/31/2020,1,100,100,100,0,0,0,2.5,10,0,6,0,0,0
ABQ,MIA,5/5/2020,1,0,0,0,0,0,27,1.1,10,28,0,0,0,20
ABQ,OAK,5/22/2020,1,0,0,0,0,0,25,2.1,11,27,0,0,3,28
ABQ,ORD,5/3/2020,1,100,100,100,0,0,0,0.1,9,0,0,1.1,0,0
ABQ,ORD,5/4/2020,1,100,100,100,0,0,0,5.1,14,0,0,0.1,0,0
ABQ,ORD,5/8/2020,1,100,100,100,0,0,6,0,8,5,0,0,0,0
ABQ,ORD,5/10/2020,1,100,100,100,0,0,0,0.1,9,0,0,0,0,0
ABQ,ORD,5/11/2020,1,100,100,100,0,0,0,0,8,0,0,3.1,0,0
ABQ,ORD,5/13/2020,1,0,0,100,0,0,23,5.1,14,28,0,0,0,0
ABQ,ORD,5/14/2020,1,100,100,100,0,0,0,3.1,12,0,0,3.1,0,0
ABQ,ORD,5/15/2020,1,100,100,100,0,0,0,1.1,10,0,0,0.1,0,0
ABQ,ORD,5/17/2020,1,100,100,100,0,0,0,7.1,16,2,0,1.1,0,0
ABQ,ORD,5/18/2020,1,100,100,100,0,0,0,0.1,9,0,0,0,0,0
ABQ,ORD,5/20/2020,1,100,100,100,0,0,0,7.1,16,1,0,1.1,0,0
ABQ,ORD,5/21/2020,1,100,100,100,0,0,0,0,7,0,0,0,0,0
ABQ,ORD,5/22/2020,1,100,100,100,0,0,0,0,7,0,0,0,0,0
ABQ,ORD,5/24/2020,1,100,100,100,0,0,0,0,8,0,2,7.1,0,0
ABQ,ORD,5/25/2020,1,100,100,100,0,0,0,0.1,9,0,1,7.1,0,0
ABQ,ORD,5/27/2020,1,100,100,100,0,0,0,0,8,0,21,4.1,2,0
ABQ,ORD,5/28/2020,1,100,100,100,0,0,0,1.1,10,0,6,1.1,0,0
ABQ,ORD,5/29/2020,1,100,100,100,0,0,0,4.1,13,0,2,0,0,0
ABQ,ORD,5/31/2020,1,100,100,100,0,0,0,0,7,0,0,0,0,0
ABQ,PHX,5/1/2020,2,100,100,100,0,0,0,1,8.5,0.5,1.5,0,0,0
ABQ,PHX,5/3/2020,2,100,100,100,0,0,0,1.5,9,0,1,0,0,0
ABQ,PHX,5/4/2020,2,100,100,100,0,0,0,2.5,10,0,1,0,0,0
ABQ,PHX,5/5/2020,2,100,100,100,0,0,0,3.5,11,0,0,0.4,0,0
ABQ,PHX,5/6/2020,2,100,100,100,0,0,0,2.5,10,2.5,1,1.4,0,0
ABQ,PHX,5/7/2020,3,100,100,100,0,0,0,3.67,12,1,4.33,5.13,4,2.33
ABQ,PHX,5/8/2020,3,100,100,100,0,0,0,1.17,9.33,0,4,0.47,0,0
ABQ,PHX,5/9/2020,2,100,100,100,0,0,0,2,9.5,0,0,0.9,0,0
ABQ,PHX,5/10/2020,3,100,100,100,0,0,0,2.17,10.33,0,5.33,0.47,0,0
ABQ,PHX,5/11/2020,3,100,100,100,0,0,1.33,0.67,9,1.67,4,0,0,0
ABQ,PHX,5/12/2020,2,100,100,100,0,0,0,3.5,11,0,0,0,0,0
ABQ,PHX,5/13/2020,3,100,100,100,0,0,0.33,5.83,14,4.33,3.33,0.27,1,0
ABQ,PHX,5/14/2020,3,100,100,100,0,0,0,4.33,12.67,0.33,2,1.53,0,0
ABQ,PHX,5/15/2020,3,100,100,100,0,0,0.33,3,11.33,2.67,0.33,0,0,0
ABQ,PHX,5/16/2020,2,100,100,100,0,0,0,1,8.5,0,0,0,0,0
ABQ,PHX,5/17/2020,3,100,100,100,0,0,0,3.33,11.67,0.33,5,0.13,0,0
ABQ,PHX,5/18/2020,3,100,100,100,0,0,0.33,3,11.33,2,4.67,0.13,0,0
ABQ,PHX,5/19/2020,2,100,100,100,0,0,0,1.25,8.5,0,0,0.4,0,0
ABQ,PHX,5/20/2020,3,100,100,100,0,0,0,3.33,11.67,0.33,4,0,0,0
ABQ,PHX,5/21/2020,4,100,100,100,0,0,0,3.75,11.75,0.5,2.5,0,0,0
ABQ,PHX,5/22/2020,3,100,100,100,0,0,0,2.83,11,0,1.67,0.47,0,0
ABQ,PHX,5/23/2020,2,100,100,100,0,0,0,2,9.5,0,0,0.8,0,0
ABQ,PHX,5/24/2020,4,100,100,100,0,0,1.75,3.08,11.75,4,3,1.83,1,1
ABQ,PHX,5/25/2020,4,100,100,100,0,0,0,3.75,11.75,1.25,3.25,0.6,0,0
ABQ,PHX,5/26/2020,3,100,100,100,0,0,0,3.83,11,2.67,1,0.6,0,0
ABQ,PHX,5/27/2020,3,100,100,100,0,0,0,3.67,12,1,3.33,0.4,0,0
ABQ,PHX,5/28/2020,3,100,100,100,0,0,0,3.5,11.67,2,2.33,3.07,0,0
ABQ,PHX,5/29/2020,3,100,100,100,0,0,0,1.5,9,1,2.33,0,0,0
ABQ,PHX,5/30/2020,2,100,100,100,0,0,3,2,9.5,5,0,0.9,0,0
ABQ,PHX,5/31/2020,4,100,100,100,0,0,1,3.4,11.5,2,3,0,0,0
ABQ,SAN,5/1/2020,1,100,100,100,0,0,0,1.5,9,0,0,0,0,0
ABQ,SAT,5/3/2020,1,100,100,100,0,0,0,4.1,13,0,0,0.6,0,0
