Departure,Arrival,Date,"Flight
Count","% On-Time
Gate
Departures","% On-Time
Airport
Departures","% On-Time
Gate
Arrivals","Arrivals
With
EDCT","Average
EDCT
Where
EDCT>0","Gate
Departure
Delay","Taxi
Out
Delay","Average
Taxi
Out
Time","Airport
Departure
Delay","Airborne
Delay","Taxi
In
Delay","Block
Delay","Gate
Arrival
Delay"
ABQ,DAL,6/14/2020,3,100,100,100,0,0,0,2.4,9.67,1,2.67,0,0,0
ABQ,DAL,6/15/2020,3,100,100,100,0,0,0,1.4,8.67,1.33,6,2.93,0.33,0
ABQ,DAL,6/16/2020,3,100,100,100,0,0,0,1.07,8.33,0.33,3.67,1.2,0,0
ABQ,DAL,6/17/2020,3,100,100,100,0,0,3,1.93,9.33,4.33,2,3.27,0.33,0
ABQ,DAL,6/18/2020,3,100,100,100,0,0,0,0.2,7.33,0,3,0.93,0,0
ABQ,DAL,6/19/2020,3,100,100,100,0,0,0,2.4,9.67,1,7.33,0.73,1.33,0.33
ABQ,DAL,6/20/2020,3,100,100,100,0,0,0,5.6,13,3.67,5.67,1.2,4.33,2.67
ABQ,DAL,6/21/2020,3,66.67,66.67,66.67,0,0,33.67,0.73,8,34.33,4.33,1.07,0,33.33
ABQ,DAL,6/22/2020,3,66.67,66.67,66.67,0,0,9.67,0.73,8,10.33,3,1.6,0,6
ABQ,DAL,6/23/2020,3,33.33,33.33,33.33,0,0,36.33,2.27,9.67,38.67,6.67,1.6,0,34.33
ABQ,DAL,6/24/2020,3,100,100,100,0,0,0,3.6,11,2.67,6.33,0.93,0,0
ABQ,DAL,6/25/2020,3,100,100,100,0,0,0,1.6,9,0,4,0.4,0,0
ABQ,DAL,6/26/2020,3,100,100,100,0,0,0,0.73,8,0,3,0.2,0,0
ABQ,DAL,6/27/2020,3,100,100,100,0,0,0,2.27,9.67,1,6.33,0.2,0,0
ABQ,DAL,6/28/2020,4,75,75,75,0,0,4,3.6,11,5.5,5,1.05,1,5
ABQ,DAL,6/29/2020,3,100,100,100,0,0,0,0.2,7.33,0,2,0.4,0,0
ABQ,DAL,6/30/2020,4,75,75,100,0,0,7.75,2.1,9.5,8.75,2.25,1.05,0,2.75
ABQ,DEN,6/1/2020,5,60,60,60,0,0,45,6.64,15,50.2,3.8,1.28,0.8,45.4
ABQ,DEN,6/2/2020,5,100,100,100,0,0,0,0.68,9,0.4,1.6,2.04,0,0
ABQ,DEN,6/3/2020,4,75,75,75,0,0,14.25,3.6,11.75,16.25,2,0.45,0,10.75
ABQ,DEN,6/4/2020,5,80,80,80,0,0,10.6,5.62,14.2,13.6,4.4,0.5,1.8,6.8
ABQ,DEN,6/5/2020,3,100,100,100,0,0,0,2.93,11,0.33,1.67,0.9,0,0
ABQ,DEN,6/6/2020,6,66.67,66.67,50,2,30,17.67,3.4,12.33,20.83,5.33,2.27,1.5,16.83
ABQ,DEN,6/7/2020,4,100,75,100,0,0,2.25,6.13,14.5,6.75,5,4.18,3.75,4
ABQ,DEN,6/8/2020,3,100,100,100,0,0,0,6.8,15,1.67,3,0.1,0,0
ABQ,DEN,6/9/2020,5,100,40,80,0,0,2.4,16.74,25.4,15.6,4.6,5.44,17.2,15.2
ABQ,DEN,6/10/2020,4,100,100,100,0,0,0,3.95,11.75,1,3,0.85,0,0
ABQ,DEN,6/11/2020,5,100,100,100,0,0,0,3.12,11.6,0,5,1.02,0.4,0
ABQ,DEN,6/12/2020,4,100,100,75,0,0,0.25,8.88,17.25,4.5,4,2.13,9,4.5
ABQ,DEN,6/13/2020,5,80,60,80,1,36,13,4.24,13,16,2.8,3.44,0.8,12.8
ABQ,DEN,6/14/2020,5,100,100,100,0,0,0,2.18,10.2,0.4,4.2,0.84,0,0
ABQ,DEN,6/15/2020,4,75,75,75,0,0,16.25,2,10,17.5,1,1.68,0,16.25
ABQ,DEN,6/16/2020,5,100,100,100,0,0,0,4.04,12.4,1.2,5.4,0.22,0,0
ABQ,DEN,6/17/2020,5,100,100,100,0,0,0,1,8.8,0.6,4.2,2.66,1.8,1.2
ABQ,DEN,6/18/2020,6,100,83.33,83.33,0,0,1,7.53,16,5.83,4.67,1.85,4,3.5
ABQ,DEN,6/19/2020,4,75,75,100,0,0,4.5,3.75,11.75,7.75,2.5,0.25,0,1.25
ABQ,DEN,6/20/2020,5,100,100,100,0,0,0.6,1.4,9.6,1,2.6,1.08,0.4,0
ABQ,DEN,6/21/2020,4,100,100,100,0,0,1.75,2.2,9.75,3.75,1.75,0.4,0,0
ABQ,DEN,6/22/2020,4,100,100,100,0,0,0,1.7,9.5,0.25,4,0.97,0,0
ABQ,DEN,6/23/2020,5,60,60,80,0,0,7.8,4.28,12,12,3,0.54,2.4,8.2
ABQ,DEN,6/24/2020,5,100,100,100,0,0,0.2,4.64,13,2,1.8,6.34,0.8,0.4
ABQ,DEN,6/25/2020,6,100,83.33,83.33,0,0,0,6.1,14.33,2.67,8.5,0.63,5.5,4
ABQ,DEN,6/26/2020,6,83.33,83.33,66.67,0,0,7.33,3.33,10.83,8.67,10.17,1.2,6.83,10.33
ABQ,DEN,6/27/2020,5,100,100,100,0,0,2,2.04,10.4,3.6,3.4,0.68,0,0
ABQ,DEN,6/28/2020,4,100,100,100,0,0,0.5,1.5,9.5,1.25,8.5,0.68,0.75,0.75
ABQ,DEN,6/29/2020,4,75,50,75,0,0,5.5,8.75,16.75,12.25,7.25,3.18,8.75,10
ABQ,DEN,6/30/2020,5,100,100,100,0,0,0,8.24,16.6,3.4,1.6,1.74,1.6,0
ABQ,DFW,6/1/2020,4,100,100,100,0,0,0,0.75,9.75,0,2,7.45,0,0
ABQ,DFW,6/2/2020,3,100,100,66.67,0,0,0,1.07,9.67,0.33,6.33,7.9,6.33,5.67
ABQ,DFW,6/3/2020,2,100,100,100,0,0,0,0,7.5,0,0,9.3,0,0
ABQ,DFW,6/4/2020,4,75,75,75,0,0,3.75,5.1,14,7,2.75,6.8,3,5.75
ABQ,DFW,6/5/2020,4,100,100,100,0,0,0,4.07,12.5,0.5,2.25,7.55,2.75,1
ABQ,DFW,6/6/2020,3,100,100,100,0,0,0,3.07,11.33,0.67,0.67,6.47,2.67,0.67
ABQ,DFW,6/7/2020,4,100,100,100,0,0,3,0.08,8.75,3,1.25,3.6,0,2
ABQ,DFW,6/8/2020,4,75,75,75,0,0,11.75,4.57,13,12,0.25,3.55,2.5,9.75
ABQ,DFW,6/9/2020,4,75,75,75,0,0,15,5.1,14,17,1.25,4.05,0,14.25
ABQ,DFW,6/10/2020,4,100,100,100,0,0,0.75,0.8,8.75,1.5,0,2.9,0,0
ABQ,DFW,6/11/2020,4,100,100,100,0,0,2,1.8,10,3,4.5,6.9,3,4
ABQ,DFW,6/12/2020,4,100,100,100,0,0,0,0.6,9.5,0,3.5,5.15,1.75,0.5
ABQ,DFW,6/13/2020,3,100,100,100,0,0,0,0.4,9,0,1,6.13,0,0
ABQ,DFW,6/14/2020,4,100,100,75,0,0,1.25,1.32,9.75,2.25,3.25,5.8,2.75,4
ABQ,DFW,6/15/2020,4,100,100,100,0,0,0,1.82,10.5,0,1.25,5.05,1.25,0
ABQ,DFW,6/16/2020,4,100,100,100,0,0,0,6.6,15.5,2.75,1.25,7.8,5.5,1.75
ABQ,DFW,6/17/2020,4,100,100,75,0,0,0,5.33,14,3.5,3,8.05,9,7.25
ABQ,DFW,6/18/2020,4,100,100,100,0,0,0,2.6,11.5,1.25,1.5,7.6,2.75,0
ABQ,DFW,6/19/2020,4,100,100,100,0,0,0,1.3,9.75,0,5.25,5.1,5.5,2.25
ABQ,DFW,6/20/2020,3,100,100,100,0,0,0,0.4,9,0,1,8.53,3.67,2.33
ABQ,DFW,6/21/2020,4,100,75,50,2,21,5.5,17.1,26,19.25,7.5,5.55,24.5,26.75
ABQ,DFW,6/22/2020,4,100,100,100,0,0,0,0.58,9,0,1.25,7.35,2.5,0
ABQ,DFW,6/23/2020,4,75,75,100,0,0,3.75,1.33,10,4,2.75,2.4,2.25,5
ABQ,DFW,6/24/2020,4,100,100,100,0,0,0,3.07,11.75,1.25,0,3.8,1.5,0.75
ABQ,DFW,6/25/2020,4,100,100,100,0,0,0,1.1,10,0,1.25,7.8,1.25,0
ABQ,DFW,6/26/2020,4,100,100,100,0,0,0,1.32,9.75,0.5,1.75,9.6,4.5,2.75
ABQ,DFW,6/27/2020,3,100,100,100,0,0,0,1.43,10.33,0,2.67,10.47,4.33,1
ABQ,DFW,6/28/2020,4,100,100,100,0,0,0,4.85,13.75,1.25,2.5,7.05,4.75,1
ABQ,DFW,6/29/2020,4,100,100,100,0,0,0,5.1,14,1.5,3.75,6.1,4.5,1.75
ABQ,DFW,6/30/2020,4,100,100,100,0,0,0,0.83,9.5,0,2,8.55,1.75,0
ABQ,IAH,6/1/2020,2,100,100,100,0,0,0,0.1,8,0,8,2,0,0
ABQ,IAH,6/2/2020,2,100,100,100,0,0,0,2.7,12.5,0,6.5,1.5,0,0
ABQ,IAH,6/3/2020,2,100,100,100,0,0,0,0,8.5,0,8.5,7,0,0
ABQ,IAH,6/4/2020,2,100,100,100,0,0,0,6.45,16.5,0,2.5,5.3,3.5,0
ABQ,IAH,6/5/2020,2,100,100,100,0,0,0,4.35,13,0.5,6,7.3,3,0
ABQ,IAH,6/6/2020,1,100,100,100,0,0,0,1.2,11,0,11,5,0,0
ABQ,IAH,6/7/2020,1,100,100,100,0,0,0,0,9,0,0,5,0,0
ABQ,IAH,6/8/2020,2,100,100,100,0,0,0,4.95,15,0,5,5.3,5,0.5
ABQ,IAH,6/9/2020,2,50,50,100,0,0,8.5,0.95,11,8.5,3.5,4.3,0,4.5
ABQ,IAH,6/10/2020,2,100,100,100,0,0,0,0,9,0,2.5,6.3,0,0
ABQ,IAH,6/11/2020,2,100,100,100,0,0,0,1.85,11.5,0,0,5.8,0,0
ABQ,IAH,6/12/2020,2,100,100,100,0,0,0,1.85,11,0,1,4.8,0,0
ABQ,IAH,6/13/2020,1,100,100,100,0,0,0,14.2,24,8,6,4,5,0
ABQ,IAH,6/14/2020,1,100,100,100,0,0,0,0,9,0,7,6,0,0
ABQ,IAH,6/15/2020,2,100,100,100,0,0,0,3.35,13,1.5,2.5,7.3,3.5,1.5
ABQ,IAH,6/16/2020,2,100,100,100,0,0,0,0.95,11,0,6.5,8.8,1,0
ABQ,IAH,6/17/2020,2,100,100,100,0,0,0,5.95,16,0.5,4,8.3,7.5,2.5
ABQ,IAH,6/18/2020,2,100,100,100,0,0,0,2.35,12,0,6.5,6.3,7,1.5
ABQ,IAH,6/19/2020,2,100,100,100,0,0,0,4.45,14.5,0,5.5,7.8,6.5,1
ABQ,IAH,6/20/2020,1,100,100,100,0,0,0,0.2,10,0,0,8,5,0
ABQ,IAH,6/21/2020,1,100,100,100,0,0,0,5.2,15,0,9,2,0,0
ABQ,IAH,6/22/2020,2,50,50,50,0,0,13.5,6.35,15.5,20,3.5,8.3,4.5,18
ABQ,IAH,6/23/2020,2,100,100,100,0,0,0,1.45,11.5,0,9,1.8,7,1.5
ABQ,IAH,6/24/2020,2,100,100,100,0,0,0,1.85,11.5,0,2.5,5.3,1.5,0
ABQ,IAH,6/25/2020,2,100,100,50,0,0,0,0.35,9.5,0,5,16.3,15,11.5
ABQ,IAH,6/26/2020,2,100,100,100,0,0,0,4.85,14,0,9.5,7.3,11.5,0
ABQ,IAH,6/27/2020,1,100,100,100,0,0,0,1.2,11,0,11,14,5,4
ABQ,IAH,6/28/2020,1,100,100,100,0,0,0,0.2,10,0,15,1,0,0
ABQ,IAH,6/29/2020,2,100,100,100,0,0,0,7.95,18,4,6.5,7.3,8.5,6
ABQ,IAH,6/30/2020,2,100,100,100,0,0,0,6.95,17,1,5,7.8,4,0
ABQ,LAS,6/1/2020,2,100,100,100,0,0,0,4.35,12.5,0.5,0,0,0,0
ABQ,LAS,6/2/2020,1,100,100,100,0,0,0,0.6,8,0,0,0,0,0
ABQ,LAS,6/3/2020,1,100,100,100,0,0,0,0.6,8,0,0,0,0,0
ABQ,LAS,6/4/2020,1,100,100,100,0,0,0,0,7,0,0,0,0,0
ABQ,LAS,6/5/2020,2,100,100,100,0,0,0,3.35,11.5,0,0,0.45,1,0
ABQ,LAS,6/6/2020,1,100,100,100,0,0,0,3.6,11,3,1,0,0,0
ABQ,LAS,6/7/2020,2,100,100,100,0,0,0,2.1,9.5,0,2.5,0.35,0.5,0
ABQ,LAS,6/8/2020,3,100,100,100,0,0,0,6.43,14.33,1.67,4,1.1,5.33,1.33
ABQ,LAS,6/9/2020,2,100,100,100,0,0,0,6.1,13.5,3.5,3,0.7,0,0
ABQ,LAS,6/10/2020,2,100,100,100,0,0,0,2.6,10,0,3.5,0,0,0
ABQ,LAS,6/11/2020,2,100,100,100,0,0,3,0.8,8,4,2.5,0,0,0
ABQ,LAS,6/12/2020,3,100,100,100,0,0,0,2.43,10.33,0,2,0,0,0
ABQ,LAS,6/13/2020,2,100,100,100,0,0,0,1.6,9,0,2,0.35,0,0
ABQ,LAS,6/14/2020,2,100,100,100,0,0,0,4.1,11.5,2.5,0.5,1.2,0,0
ABQ,LAS,6/15/2020,3,100,100,100,0,0,0,3.43,11.33,2.33,2.33,0.9,0,0
ABQ,LAS,6/16/2020,2,100,100,100,0,0,0,2.1,9.5,0,0.5,0.35,0,0
ABQ,LAS,6/17/2020,2,100,100,100,0,0,0,1.6,9,0,1.5,0,0,0
ABQ,LAS,6/18/2020,2,100,100,100,0,0,0,3.1,10.5,1.5,0,0.7,0,0
ABQ,LAS,6/19/2020,3,100,100,100,0,0,0.33,0.57,8.33,1,0.67,1.53,0,0
ABQ,LAS,6/20/2020,2,100,100,100,0,0,0,2.1,9.5,0.5,1.5,0.35,0,0
ABQ,LAS,6/21/2020,2,100,100,100,0,0,2.5,0.8,7,2.5,0.5,0,0,0
ABQ,LAS,6/22/2020,3,100,100,100,0,0,1,0.87,8.33,2,0,0.63,0,0
ABQ,LAS,6/23/2020,3,66.67,66.67,66.67,0,0,13,1.77,9.67,14.33,2.33,0.53,2.67,13
ABQ,LAS,6/24/2020,2,100,100,100,0,0,0,1.6,9,1,0.5,0,0,0
ABQ,LAS,6/25/2020,2,100,100,100,0,0,0,3.6,11,2.5,1,0.35,0,0
ABQ,LAS,6/26/2020,3,100,100,100,0,0,0,2.73,10.33,1,2.67,0.23,0,0
ABQ,LAS,6/27/2020,2,100,100,100,0,0,0,1.3,8.5,0.5,1.5,0,0,0
ABQ,LAS,6/28/2020,2,100,100,100,0,0,0,6.1,13.5,4.5,6,0.85,0.5,0
ABQ,LAS,6/29/2020,3,100,100,100,0,0,0,3.9,11.67,1,1,3.8,2,0
ABQ,LAS,6/30/2020,3,100,100,100,0,0,0,7.1,15,6.67,0.33,0,0,1.67
ABQ,LAX,6/1/2020,1,100,100,100,0,0,0,5.2,15,3,13,0,4,2
ABQ,LAX,6/7/2020,1,100,100,100,0,0,0,3.6,11,0,1,0,0,0
ABQ,LAX,6/8/2020,1,100,100,100,0,0,0,0,7,0,0,0,0,0
ABQ,LAX,6/9/2020,1,100,100,100,0,0,0,3.6,11,2,1,0,0,0
ABQ,LAX,6/10/2020,1,100,100,100,0,0,0,2.6,10,3,3,0,0,0
ABQ,LAX,6/11/2020,1,100,100,100,0,0,0,4.6,12,3,0,0,0,0
ABQ,LAX,6/12/2020,1,100,100,100,0,0,0,3.6,11,0,1,0,0,0
ABQ,LAX,6/13/2020,1,100,100,100,0,0,0,12.6,20,5,11,0,6,0
ABQ,LAX,6/14/2020,1,100,100,100,0,0,0,2.6,10,2,2,0,0,0
ABQ,LAX,6/15/2020,1,100,100,100,0,0,0,2.6,10,0,0,0,0,0
ABQ,LAX,6/16/2020,1,100,100,100,0,0,0,5.6,13,3,1,0,0,0
ABQ,LAX,6/17/2020,1,100,100,100,0,0,0,2.6,10,0,3,0,0,0
ABQ,LAX,6/18/2020,1,100,100,100,0,0,0,1.6,9,1,3,0,0,0
ABQ,LAX,6/19/2020,1,100,100,100,0,0,0,0.6,8,0,0,0,0,0
ABQ,LAX,6/20/2020,1,100,100,100,0,0,0,0.6,8,0,0,0,0,0
ABQ,LAX,6/21/2020,1,100,100,100,0,0,0,0,7,0,0,0,0,0
ABQ,LAX,6/22/2020,1,100,100,100,0,0,0,0,7,0,1,0,0,0
ABQ,LAX,6/23/2020,1,0,0,100,0,0,25,6.6,14,32,2,0,0,12
ABQ,LAX,6/24/2020,1,100,100,100,0,0,1,2.6,10,4,0,0,0,0
ABQ,LAX,6/25/2020,1,100,100,100,0,0,0,6.6,14,7,0,0,0,0
ABQ,LAX,6/26/2020,1,100,100,100,0,0,0,0.6,8,1,1,0,0,0
ABQ,LAX,6/27/2020,1,100,100,100,0,0,0,0,7,0,3,0,0,0
ABQ,LAX,6/28/2020,1,100,100,100,0,0,0,5.6,13,3,2,0,0,0
ABQ,LAX,6/29/2020,1,100,100,100,0,0,0,3.6,11,1,2,0,0,0
ABQ,LAX,6/30/2020,1,100,100,100,0,0,0,0.6,8,0,3,0,0,0
ABQ,MDW,6/1/2020,1,100,100,100,0,0,0,3.6,11,1,6,0,0,0
ABQ,MDW,6/2/2020,1,100,100,100,0,0,0,3.6,11,0,6,0,0,0
ABQ,MDW,6/3/2020,1,100,100,100,0,0,0,2.6,10,0,3,0,0,0
ABQ,MDW,6/4/2020,1,100,100,100,0,0,0,0.6,8,0,5,0,0,0
ABQ,MDW,6/5/2020,1,100,100,100,0,0,0,6.6,14,1,3,0,0,0
ABQ,MDW,6/6/2020,1,100,100,100,0,0,0,2.6,10,0,2,0,0,0
ABQ,MDW,6/7/2020,1,100,100,100,0,0,1,0,7,1,1,0,0,0
ABQ,MDW,6/8/2020,1,100,100,100,0,0,3,3.6,11,7,8,0,0,0
ABQ,MDW,6/9/2020,1,100,100,100,0,0,0,6.6,14,3,3,0,0,0
ABQ,MDW,6/10/2020,1,100,100,100,0,0,0,0,7,0,10,0,0,0
ABQ,MDW,6/11/2020,1,100,100,100,0,0,0,0,7,0,9,0,0,0
ABQ,MDW,6/12/2020,1,100,100,100,0,0,0,1.6,9,2,6,0,0,0
ABQ,MDW,6/13/2020,1,100,100,100,0,0,0,0.6,8,0,4,0,0,0
ABQ,MDW,6/14/2020,1,100,100,100,0,0,0,0,7,0,4,0,0,0
ABQ,MDW,6/15/2020,1,100,100,100,0,0,6,0.6,8,7,5,0.7,0,1
ABQ,MDW,6/16/2020,1,100,100,100,0,0,4,1.6,9,6,3,0,0,0
ABQ,MDW,6/17/2020,1,100,100,100,0,0,0,0,7,0,5,0,0,0
ABQ,MDW,6/18/2020,1,100,100,100,0,0,1,0,7,1,0,0,0,0
ABQ,MDW,6/19/2020,1,100,100,100,0,0,0,3.6,11,0,3,0,0,0
ABQ,MDW,6/20/2020,1,100,100,100,0,0,4,4.6,12,9,14,0,4,8
ABQ,MDW,6/21/2020,1,100,100,100,0,0,0,4.6,12,2,10,0,0,0
ABQ,MDW,6/22/2020,1,100,100,100,0,0,0,2.6,10,0,14,0,0,0
ABQ,MDW,6/23/2020,1,100,100,100,0,0,0,0.6,8,0,10,0.7,0,0
ABQ,MDW,6/24/2020,1,100,100,100,0,0,5,4.6,12,10,6,0,0,0
ABQ,MDW,6/25/2020,1,100,100,100,0,0,0,0,7,0,3,0,0,0
ABQ,MDW,6/26/2020,1,100,100,100,0,0,0,0.6,8,0,8,0,0,0
ABQ,MDW,6/27/2020,1,100,100,100,0,0,0,0.6,8,1,7,0,0,0
ABQ,MDW,6/28/2020,1,100,100,100,0,0,0,10.6,18,8,7,1.7,0,0
ABQ,MDW,6/29/2020,1,100,100,100,0,0,0,0.6,8,0,7,4.7,0,0
ABQ,MDW,6/30/2020,1,100,100,100,0,0,0,1.6,9,0,4,0,0,0
ABQ,OAK,6/7/2020,3,66.67,66.67,66.67,0,0,44,2.6,10,44.67,6.33,2.27,10.67,49.67
ABQ,OAK,6/8/2020,3,100,100,66.67,0,0,2.33,2.6,10,3.67,0,5.9,5.33,6
ABQ,OAK,6/9/2020,2,100,100,100,0,0,0,4.6,12,3.5,1,2.4,0,0
ABQ,OAK,6/10/2020,2,100,100,100,0,0,0,0.6,8,0,1,0.45,0,0
ABQ,OAK,6/11/2020,3,66.67,66.67,66.67,0,0,18.33,1.93,9.33,19,2,0,0,14.33
ABQ,OAK,6/12/2020,3,100,100,100,0,0,0,1.27,8.67,0,3.33,0.63,0,0
ABQ,OAK,6/13/2020,2,100,100,100,0,0,0,2.6,10,2,3,0,0,0
ABQ,OAK,6/14/2020,3,100,100,100,0,0,0.67,1.4,8.67,1,0.33,0,0,0
ABQ,OAK,6/15/2020,3,100,100,100,0,0,0,1.6,9,0,1,4.57,0,0
ABQ,OAK,6/16/2020,2,100,100,100,0,0,0,3.6,11,0.5,0.5,1.95,0,0
ABQ,OAK,6/17/2020,2,100,100,100,0,0,0,1.1,8.5,0,0.5,0,0,0
ABQ,OAK,6/18/2020,3,100,100,100,0,0,0,1.93,9.33,0,2,10.6,7.33,4.33
ABQ,OAK,6/19/2020,3,100,100,100,0,0,0,3.93,11.33,1,0.33,2.63,1.33,0
ABQ,OAK,6/20/2020,2,100,100,100,0,0,0,3.6,11,0,1,2.95,0,0
ABQ,OAK,6/21/2020,3,100,100,100,0,0,0,1.6,9,0,1,3.3,0,0
ABQ,OAK,6/22/2020,2,50,50,100,0,0,16.5,0.3,7.5,17,1,0,0,6.5
ABQ,OAK,6/23/2020,2,100,100,100,0,0,0,1.6,9,0,0,0,0,0
ABQ,OAK,6/24/2020,2,100,100,100,0,0,0,1.6,9,0,1.5,0,0,0
ABQ,OAK,6/25/2020,2,100,100,100,0,0,0,4.6,12,2.5,2.5,1.45,3,1.5
ABQ,OAK,6/26/2020,3,100,100,100,0,0,0,2.27,9.67,0,0.33,3.97,0,0
ABQ,OAK,6/27/2020,2,100,100,100,0,0,0,0.8,8,0,0.5,4.95,0,0
ABQ,OAK,6/28/2020,2,100,100,100,0,0,0,2.1,9.5,0,1,1.45,2.5,0.5
ABQ,OAK,6/29/2020,2,100,100,100,0,0,0,2.1,9.5,0,2.5,0,2,0
ABQ,OAK,6/30/2020,2,100,100,100,0,0,0,3.1,10.5,1,0,0,2.5,0.5
ABQ,ORD,6/1/2020,1,100,100,100,0,0,0,0,7,0,0,0.1,0,0
ABQ,ORD,6/3/2020,1,100,100,100,0,0,0,0.1,9,0,0,1.1,0,0
ABQ,ORD,6/4/2020,1,100,100,100,0,0,0,0.1,9,0,0,1.1,0,0
ABQ,ORD,6/5/2020,1,100,100,100,0,0,0,2.1,11,0,0,0.1,0,0
ABQ,ORD,6/7/2020,1,100,100,100,0,0,0,7.1,16,4,0,1.1,0,0
ABQ,ORD,6/8/2020,1,100,100,100,0,0,0,4.1,13,0,0,0.1,0,0
