Departure,Arrival,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a
MSP,FLL,20-Apr,28,96.43,100,100,0,0,0.82,0.99,11.68,0.93,0.86,3.41,0.25,0
MSP,GYY,20-Apr,1,100,100,100,0,0,0,1.6,15,2,10,0,10,11
MSP,IAD,20-Apr,40,100,97.5,97.5,0,0,0.28,2.05,12.25,1.6,6.35,0.3,0.7,0.68
MSP,IAH,20-Apr,67,95.52,91.04,91.04,0,0,3.36,2.67,13.46,4.96,7.9,0.71,2.55,3.9
MSP,IND,20-Apr,31,87.1,83.87,83.87,0,0,5.84,3.69,14.42,8.61,1.58,0.17,5.52,8.97
MSP,JFK,20-Apr,38,84.21,78.95,92.11,0,0,4.66,3.18,14.05,7.05,0.42,0.36,1.34,3.34
MSP,LAS,20-Apr,62,96.77,87.1,85.48,0,0,1.66,4.17,15,5.08,1.55,0.84,4.92,4.9
MSP,LAX,20-Apr,83,97.59,91.57,91.57,0,0,1.25,2.76,13.54,3.43,0.77,0.17,2.57,2.84
MSP,LGA,20-Apr,55,94.55,83.64,92.73,0,0,2.04,5.27,15.98,6.07,1.35,0.39,3.09,3.24
MSP,MCI,20-Apr,91,94.51,89.01,87.91,0,0,2.23,4.04,14.71,5.23,3.86,0.85,3.3,4.49
MSP,MCO,20-Apr,49,100,91.84,93.88,0,0,0.24,4.3,15.8,3.16,0.1,1.86,2.43,1.73
MSP,MDW,20-Apr,63,96.83,95.24,98.41,0,0,1.38,2.22,11.08,2.7,2.43,0.7,1.11,1.32
MSP,MEM,20-Apr,6,100,100,100,0,0,0,0.4,11.17,0.33,2.17,0,0,0
MSP,MIA,20-Apr,48,95.83,93.75,95.83,0,0,2.44,2.77,14.54,4.02,0.21,2.14,1.56,2.46
MSP,MKE,20-Apr,60,95,91.67,91.67,0,0,4.4,2.09,12.62,5.55,4.87,0.72,3.1,3.77
MSP,MSY,20-Apr,8,62.5,62.5,87.5,0,0,17.75,5.41,17,20.5,0,0.75,3.88,16.75
MSP,OAK,20-Apr,15,100,93.33,100,0,0,0.07,2.03,10.67,1.33,0.8,0.97,1.13,0.8
MSP,OMA,20-Apr,63,98.41,95.24,96.83,0,0,0.48,1.69,12.25,1.29,2.87,0.21,1.11,1.05
MSP,ORD,20-Apr,164,95.12,93.29,98.17,0,0,2.27,1.85,12.52,3.07,1.32,0.94,0.38,1.11
MSP,PBI,20-Apr,1,100,100,100,0,0,0,0,13,0,0,0.2,0,0
MSP,PDX,20-Apr,35,100,97.14,88.57,0,0,0.54,2.9,13.4,1.77,1.8,0.55,6.63,4.54
MSP,PHL,20-Apr,73,95.89,91.78,95.89,0,0,1.38,2.81,12.99,3.05,4.78,1.01,1.85,1.66
MSP,PHX,20-Apr,149,98.66,93.96,93.96,0,0,0.54,3.34,14.05,2.74,2.21,1.98,3.79,2.75
MSP,PIT,20-Apr,43,88.37,81.4,86.05,0,0,4.02,3.68,13.98,6.33,5.7,0.67,2.16,4.09
MSP,PSP,20-Apr,5,80,80,80,0,0,8.6,0.32,11.8,7.4,1.4,0.12,0,6.8
MSP,RDU,20-Apr,6,100,100,100,0,0,0,0.12,11,0,0.5,0.68,0,0
MSP,RSW,20-Apr,56,96.43,92.86,92.86,0,0,1.55,3.31,14.79,3.18,2.21,0.61,2.21,2.04
MSP,SAN,20-Apr,32,96.88,96.88,96.88,0,0,0.47,1.77,11.78,1.53,0.78,0.27,3.47,2.19
MSP,SAT,20-Apr,28,96.43,92.86,92.86,0,0,0.79,2.72,14.11,2.25,4.04,7.08,6.5,4.54
MSP,SDF,20-Apr,2,100,100,100,0,0,0,2.2,14.5,0,8.5,3.1,3,0
MSP,SEA,20-Apr,106,97.17,91.51,92.45,0,0,0.85,3.94,14.78,3.4,2.29,1.25,3.42,2.79
MSP,SFO,20-Apr,45,100,93.33,100,0,0,0.02,2.69,13.51,1.76,5.2,0.17,1.22,0.69
MSP,SJC,20-Apr,1,100,100,100,0,0,0,0,11,0,5,0,5,0
MSP,SLC,20-Apr,98,93.88,89.8,88.78,0,0,2.72,2.92,12.82,4.72,1.71,0.9,5.3,4.61
MSP,SMF,20-Apr,1,100,100,100,0,0,0,0.7,13,0,3,1.2,0,0
MSP,SNA,20-Apr,4,100,100,100,0,0,0,0.43,10,0,4.5,0,1.75,1.75
MSP,STL,20-Apr,37,97.3,91.89,94.59,0,0,0.68,3.57,13.08,3.27,1.54,0.58,3.81,3.05
MSP,TPA,20-Apr,41,100,95.12,95.12,0,0,0.24,3.79,14.88,2.9,1.93,0.72,2.46,2.27
MSP,TUS,20-Apr,3,100,100,100,0,0,0,0,8.33,0,1,2.3,0,0
MSY,ATL,20-Apr,111,97.3,97.3,99.1,0,0,1,0.71,9.41,1.15,0.21,1.1,0.42,0.32
MSY,AUS,20-Apr,26,92.31,92.31,88.46,0,0,3.77,1.55,8.85,4.46,1.08,0.8,1.65,4.46
MSY,BNA,20-Apr,33,100,100,96.97,0,0,0.12,0.9,8.18,0.27,2.85,1.44,1.15,0.7
MSY,BOS,20-Apr,21,100,100,100,0,0,0.14,1.39,11.52,0.24,0.48,1.29,0.62,0
MSY,BWI,20-Apr,27,100,100,100,0,0,0.26,1.48,8.93,0.67,0.63,1.23,0,0
MSY,CLE,20-Apr,3,100,100,100,0,0,0,3.1,12,0.67,0.33,2.13,0,0
MSY,CLT,20-Apr,84,96.43,95.24,98.81,0,0,1.48,2.32,11.95,1.81,2.77,2.45,0.02,0.49
MSY,CVG,20-Apr,21,66.67,66.67,66.67,0,0,11.95,2.56,11.29,14.43,2.29,0.31,3.43,17.14
MSY,DAL,20-Apr,84,96.43,96.43,97.62,0,0,1.44,0.73,7.52,1.65,1.99,0.42,0.71,1.3
MSY,DCA,20-Apr,88,100,97.73,100,0,0,0.25,3,11.23,0.94,1.05,1.55,0.13,0
MSY,DEN,20-Apr,59,100,100,100,0,0,0,1.47,9.29,0.02,1.64,0.88,0.95,0.27
MSY,DFW,20-Apr,86,96.51,95.35,96.51,0,0,1.14,2.47,12.48,1.78,0.77,4.26,1.24,1.23
MSY,DTW,20-Apr,24,95.83,95.83,95.83,0,0,1.79,0.93,10.38,1.92,0.17,0.73,0.83,1.42
MSY,EWR,20-Apr,4,100,100,100,0,0,0,1.85,11,0.5,0.5,0.48,0,0
MSY,FLL,20-Apr,57,98.25,98.25,98.25,0,0,1.14,1.04,8.91,1.32,0.79,1.74,0.12,0.75
MSY,HOU,20-Apr,91,84.62,84.62,83.52,0,0,5.4,1.03,8.43,5.69,2.45,0.65,2.08,7.14
MSY,IAD,20-Apr,8,87.5,87.5,87.5,0,0,19.38,1.01,9.88,19.5,0.13,0.63,0,17.75
MSY,IAH,20-Apr,39,94.87,92.31,92.31,0,0,5.26,1.71,10.79,5.69,2.59,1.56,2.13,6.82
MSY,IND,20-Apr,2,100,100,100,0,0,0,4.2,11.5,0,0,13.4,0.5,0
MSY,JFK,20-Apr,15,93.33,93.33,100,0,0,1.6,0.03,10.2,1.27,0.33,1.75,0,0
MSY,LAS,20-Apr,23,95.65,95.65,91.3,0,0,1.61,1.16,8.65,2.13,2.87,1.24,3.13,3.7
MSY,LAX,20-Apr,34,94.12,91.18,85.29,0,0,2.38,1.18,9.85,2.82,3.29,0.23,4.26,5.21
MSY,LGA,20-Apr,10,100,100,100,0,0,0.1,0.92,7.9,0.6,3.1,0.12,0,0
MSY,MCI,20-Apr,9,100,100,100,0,0,0.44,1.73,8.89,1,2.67,0.51,2.67,1.56
MSY,MCO,20-Apr,31,100,100,100,0,0,0.23,1.25,8.87,0.26,0.55,2.35,0.23,0.06
MSY,MDW,20-Apr,37,100,100,94.59,0,0,0.03,0.89,7.92,0.22,4.65,0.28,1.95,1.14
MSY,MIA,20-Apr,56,100,98.21,98.21,0,0,0.34,2.53,11.89,0.77,1.16,0.5,0.48,0.5
MSY,MSP,20-Apr,8,100,100,100,0,0,0,0.16,8.88,0,0,0.43,0,0
MSY,OAK,20-Apr,19,94.74,94.74,78.95,0,0,1.42,1.83,9.05,1.95,6.26,0.31,9.42,6.42
MSY,ORD,20-Apr,79,96.2,96.2,96.2,0,0,2.25,2.98,12.44,2.96,1.7,1.75,0,1.59
MSY,PHL,20-Apr,26,100,100,100,0,0,0.31,1.15,10.92,0.42,0.69,0.67,0,0
MSY,PHX,20-Apr,25,96,96,88,0,0,0.96,2.17,9.56,2.12,2.88,0.03,9.36,7.32
MSY,RDU,20-Apr,6,100,100,100,0,0,1.33,2.75,11.5,1.67,0,1.93,0,0
MSY,SAN,20-Apr,14,100,100,71.43,0,0,0.07,1.43,8.57,0.21,2.86,0.13,13,9.5
MSY,SAT,20-Apr,21,100,100,100,0,0,0,0.68,7.71,0.1,0.38,0.36,1.24,0
MSY,SEA,20-Apr,16,100,100,100,0,0,0.56,4.97,13.88,0.94,2.25,1.59,4.06,1.31
MSY,SFO,20-Apr,1,100,100,100,0,0,0,0.1,9,0,0,0.5,0,0
MSY,SLC,20-Apr,8,100,100,87.5,0,0,1.88,0,9.25,1.13,3.38,0.86,8.5,4.88
MSY,STL,20-Apr,28,96.43,96.43,100,0,0,0.54,0.64,7.61,0.57,1,0.6,0.04,0.43
MSY,TEB,20-Apr,1,0,0,0,0,0,49,0.1,9,49,2,0,1,50
MSY,TPA,20-Apr,30,96.67,96.67,96.67,0,0,1.33,1.69,8.93,2,0,1.48,0.07,0.8
OAK,ABQ,20-Apr,24,100,100,100,0,0,0.38,1.34,8.58,0.92,3.54,0.19,0.04,0
OAK,ATL,20-Apr,5,100,100,100,0,0,0,2.28,9.6,0.4,2.8,0,0,0
OAK,AUS,20-Apr,11,100,100,100,0,0,0.91,1.4,8.73,1,5,0.52,0.09,0.27
OAK,BNA,20-Apr,19,100,100,100,0,0,0.47,1.54,8.84,1.21,2.84,0.37,0.11,0
OAK,BUR,20-Apr,134,96.27,94.03,94.03,0,0,1.28,2.26,9.72,2.35,1.53,0.72,1.22,2.29
OAK,BWI,20-Apr,15,100,100,100,0,0,0.07,1.25,8.6,0.53,2.73,0.06,0.33,0.2
OAK,DAL,20-Apr,30,93.33,93.33,93.33,0,0,2.1,2.03,9.4,3.5,4.93,1.04,1.6,2.67
OAK,DEN,20-Apr,58,100,100,100,0,0,0.69,2.07,9.4,1.59,2.88,0.09,0.19,0.29
OAK,FLL,20-Apr,5,40,40,60,0,0,12.6,4.5,12.6,15.2,0,2.1,2,9.6
OAK,HNL,20-Apr,58,91.38,89.66,86.21,0,0,2.88,2.43,9.84,4,3.4,0.46,3.22,4.43
OAK,HOU,20-Apr,13,100,100,100,0,0,0.08,1.54,8.77,0.69,0.31,0.57,0,0
OAK,IAD,20-Apr,2,50,50,50,0,0,8,0.9,9,9,7,0,8,16.5
OAK,LAS,20-Apr,101,96.04,95.05,96.04,0,0,1.1,2.17,9.65,2.21,0,0.83,0.38,0.93
OAK,LAX,20-Apr,100,97,96,100,0,0,1.24,1.48,8.8,1.64,1.27,0.64,0.04,0.26
OAK,LGB,20-Apr,51,100,98.04,100,0,0,0.29,1.58,8.9,0.75,1,0.36,0.06,0.06
OAK,MCI,20-Apr,7,100,100,100,0,0,0,2.94,10.14,0.14,3.14,0.53,0.57,0
OAK,MDW,20-Apr,23,95.65,91.3,100,0,0,2.22,3.3,10.65,4.04,7.09,0.18,0.09,0.87
OAK,MSP,20-Apr,5,100,100,100,0,0,0,1.76,9,1,0.6,0,0,0
OAK,MSY,20-Apr,12,91.67,83.33,83.33,0,0,3.17,5.88,13.33,7.25,2.83,2.23,5.33,6.17
OAK,OGG,20-Apr,9,88.89,88.89,88.89,0,0,5.11,2.63,10.11,6.78,2,0.87,1.11,6.11
OAK,ONT,20-Apr,58,98.28,96.55,98.28,0,0,1.71,1.71,9.02,2,0.52,0.03,0.1,1.33
OAK,PBI,20-Apr,1,0,0,0,0,0,16,0.9,9,17,3,0.2,7,23
OAK,PDX,20-Apr,70,97.14,97.14,97.14,0,0,1.24,2.58,10.01,2.29,0.29,0.09,0.07,0.71
OAK,PHX,20-Apr,111,95.5,95.5,97.3,1,24,1.64,2.06,10.08,2.31,3.17,0.29,0.13,1.2
OAK,PSP,20-Apr,2,0,0,0,0,0,35,0.95,9,36,0,0,0,33.5
OAK,SAN,20-Apr,103,95.15,95.15,95.15,0,0,1.67,2.32,9.66,2.52,1.82,0.4,1.32,2.28
OAK,SAT,20-Apr,1,100,100,0,0,0,0,0,7,0,24,0.7,26,23
OAK,SEA,20-Apr,77,98.7,97.4,98.7,0,0,0.65,2.13,9.68,1.32,1.42,1.05,0.23,0.55
OAK,SFO,20-Apr,4,25,25,25,0,0,26.5,4.43,12.5,31,2,0,3.25,31.25
OAK,SJC,20-Apr,4,0,0,0,0,0,42,1.17,9.25,43.25,0,0.15,0,30
OAK,SLC,20-Apr,89,97.75,97.75,98.88,0,0,0.64,1.58,9.7,0.99,1.03,0.83,0.89,0.54
OAK,SMF,20-Apr,3,33.33,33.33,33.33,0,0,44,0.93,9,45,0.33,0,1.67,45.67
OAK,SNA,20-Apr,75,96,96,88,0,0,1.15,2.05,9.55,2.45,3.63,0.47,2.81,3.96
OAK,STL,20-Apr,2,100,100,100,0,0,0,0.3,7.5,0,4.5,0,0,0
OAK,TEB,20-Apr,2,0,0,0,0,0,38.5,1.9,10,40.5,2.5,0,4.5,43
OAK,TUS,20-Apr,2,50,50,50,0,0,40,0.95,10.5,41,6,0.15,8.5,42
OAK,VNY,20-Apr,6,83.33,83.33,83.33,0,0,5.83,3.43,11.5,9.33,2.5,0,2.83,8.17
OGG,DEN,20-Apr,2,100,100,100,0,0,0,4.2,13.5,0,0,0.55,0,0
OGG,HNL,20-Apr,352,94.89,94.89,96.88,0,0,1.3,0.86,7.33,1.68,0.79,1.11,0.59,1.1
OGG,LAX,20-Apr,19,100,100,100,0,0,0.42,0.96,11.16,0.21,1.11,0.4,0,0
OGG,OAK,20-Apr,9,100,100,100,0,0,1.67,1.02,7.78,1.78,3.56,1.07,0,0
OGG,OMA,20-Apr,1,100,100,100,0,0,0,7.4,15,7,0,0.3,0,4
OGG,PDX,20-Apr,2,0,0,0,0,0,39,0,7,38,7.5,0,8.5,47.5
OGG,SEA,20-Apr,16,100,93.75,93.75,0,0,1.5,1.27,10.88,2.5,0.69,1.09,1.38,2.38
OGG,SFO,20-Apr,1,100,100,100,0,0,0,0,7,0,6,0,0,0
OGG,SNA,20-Apr,1,0,0,0,0,0,38,0,6,36,8,0.5,7,45
OMA,ABQ,20-Apr,3,100,100,100,0,0,0,0,10,0,5,0.77,6,0
OMA,ATL,20-Apr,53,98.11,96.23,98.11,0,0,0.58,2.24,12.75,1.21,1.02,0.45,1.7,0.75
OMA,AUS,20-Apr,1,0,0,0,0,0,54,0,10,54,0,1.5,0,54
OMA,BNA,20-Apr,1,100,100,100,0,0,1,3.4,11,4,3,0,0,0
OMA,BWI,20-Apr,1,100,100,100,0,0,0,0,10,0,8,0,0,0
OMA,CLT,20-Apr,35,100,97.14,100,0,0,0,3.58,13.51,1.23,4.29,3.49,0.66,0
OMA,DAL,20-Apr,13,100,100,100,0,0,0,0.92,8.23,0.08,1.38,0.06,0,0
OMA,DCA,20-Apr,10,100,100,100,0,0,0,1.46,8.9,0.3,3.6,0.66,1,0.5
OMA,DEN,20-Apr,58,96.55,91.38,94.83,0,0,1.67,2.79,11.88,3.26,1.78,1.1,1.64,2.33
OMA,DFW,20-Apr,51,96.08,96.08,96.08,0,0,1.39,2.69,12.73,2.27,2.8,4.45,0.78,1.06
OMA,DTW,20-Apr,5,100,100,100,0,0,0,0.52,9.4,0.2,3.8,3.84,1.4,0
OMA,HOU,20-Apr,18,88.89,77.78,88.89,0,0,6.17,3.53,11,8.56,2.78,0.17,1.83,6.61
OMA,IAH,20-Apr,1,100,100,100,0,0,0,5.2,15,0,0,2.5,0,0
OMA,IND,20-Apr,7,57.14,57.14,42.86,0,0,17.29,2.3,12.14,19.43,1.71,0.29,1.86,18
OMA,LAS,20-Apr,33,100,100,100,0,0,0.61,2.27,9.67,1.58,2.85,0.05,1.12,0.36
OMA,LAX,20-Apr,6,100,83.33,100,0,0,0,12.2,22.5,5.67,1.5,1.73,3.67,0.67
OMA,MCI,20-Apr,4,100,100,100,0,0,0,0.18,10.25,0.25,2.25,0.18,0.5,1
OMA,MCO,20-Apr,4,75,75,75,0,0,5.5,0.55,8,5.5,3.5,0.18,0,4
OMA,MDW,20-Apr,50,96,94,96,0,0,3.48,2.52,9.96,4.82,3.1,0.35,1.06,3.9
OMA,MIA,20-Apr,5,100,80,80,0,0,0,11.9,22.2,7.4,2.6,2.44,4.6,3.2
OMA,MSP,20-Apr,60,98.33,96.67,96.67,0,0,1.78,2.65,12.23,3.42,2.32,0.58,2.42,3.23
OMA,ORD,20-Apr,81,98.77,96.3,98.77,0,0,0.56,3.92,14.06,1.81,0.83,1.32,0.4,0.2
OMA,PHX,20-Apr,76,96.05,93.42,93.42,0,0,1.12,2.35,10.57,2.22,1.68,0.52,2.86,2.28
OMA,SAN,20-Apr,3,100,100,100,0,0,0,7.27,14.67,3.33,0,0.3,1,0
OMA,SEA,20-Apr,21,100,90.48,85.71,0,0,0.14,7.45,18,1.86,14.57,1.42,10.71,4
OMA,SLC,20-Apr,32,96.88,96.88,93.75,0,0,0.88,2,11.88,1.59,2.28,2.29,4.19,2.5
OMA,STL,20-Apr,65,95.38,92.31,92.31,0,0,2.18,2.52,10.83,3.65,2.18,0.27,2.31,3.78
OMA,VNY,20-Apr,1,0,0,0,0,0,72,1.7,12,74,0,0,0,69
ONT,ATL,20-Apr,1,100,100,100,0,0,0,1.6,10,0,0,0,0,0
ONT,BDL,20-Apr,30,36.67,33.33,33.33,0,0,16.13,3.56,11.8,19.93,1.6,0.14,3.57,20.17
ONT,BUR,20-Apr,2,100,100,100,0,0,0,1.75,8,2,1,0,2,0
ONT,BWI,20-Apr,1,100,100,100,0,0,0,0,8,0,0,0,0,0
ONT,CLE,20-Apr,1,0,0,0,0,0,35,1.6,10,37,0,0,0,31
ONT,CVG,20-Apr,33,48.48,42.42,42.42,0,0,17.58,3.68,11.97,21.55,2.15,0.33,4.97,22.18
ONT,DAL,20-Apr,14,100,100,100,0,0,0,2,8.14,1.07,3,0.49,0.5,0.29
ONT,DEN,20-Apr,57,98.25,96.49,96.49,0,0,1.05,3.62,11.58,2.72,1.72,1.21,1.26,1.44
ONT,DFW,20-Apr,68,95.59,91.18,97.06,0,0,2.43,4.48,13.79,4.46,1.97,3.04,1.31,2.31
ONT,JFK,20-Apr,4,100,100,100,0,0,0,2.1,10.5,0,0,3.55,0,0
ONT,LAS,20-Apr,30,96.67,96.67,96.67,0,0,3.87,1.24,7.43,4.23,0,0.39,0,3.53
ONT,MDW,20-Apr,12,100,100,100,0,0,0.33,3.79,10.25,1.83,6,0.26,0,0.17
ONT,MIA,20-Apr,30,50,40,53.33,0,0,32.53,6.41,14.8,39.33,0.1,0.23,0.37,33.3
ONT,MSP,20-Apr,30,73.33,66.67,70,0,0,8.23,3.71,12,12.23,0.53,0.03,1.63,10.6
ONT,OAK,20-Apr,61,100,100,100,0,0,0.16,1.06,7.05,0.39,0.72,0.59,0.16,0
ONT,PDX,20-Apr,27,100,100,100,0,0,0,2.5,12.37,0.48,2.33,1.76,3.59,0.41
ONT,PHX,20-Apr,102,93.14,93.14,92.16,2,79.5,5.12,1.51,8.84,5.53,4.25,0.54,0.28,4.51
ONT,RFD,20-Apr,30,96.67,96.67,90,0,0,2.8,2.51,10.67,5.47,1.17,0,2.67,5.73
ONT,SAN,20-Apr,1,100,100,100,0,0,0,0,6,0,3,0,4,0
ONT,SEA,20-Apr,33,93.94,93.94,96.97,0,0,1.24,1.85,12,1.24,7.58,3.2,1.61,0.61
ONT,SFO,20-Apr,55,98.18,98.18,98.18,0,0,1.55,0.56,8.22,1.71,1.31,0.64,0.04,0.78
ONT,SJC,20-Apr,36,100,100,100,0,0,0.28,0.61,6.25,0.42,0,0.13,0.28,0.22
ONT,SLC,20-Apr,65,100,100,100,0,0,0,1.1,11.4,0.34,0.35,0.28,1.23,0.4
ONT,SMF,20-Apr,66,98.48,98.48,98.48,0,0,0.45,0.88,7.06,0.7,0.77,0.98,0.65,0.56
ONT,SNA,20-Apr,1,100,100,100,0,0,0,0,9,0,0,2,0,0
ONT,VNY,20-Apr,2,100,100,100,0,0,0,0,8,0,1.5,0,0,0
ORD,ABQ,20-Apr,18,100,94.44,88.89,0,0,0,5.62,16.94,2.5,1.78,1.13,4.28,2.78
ORD,ANC,20-Apr,208,79.33,75.96,72.6,0,0,9.52,2.28,13.43,11.95,2.77,1.22,4.41,12.88
ORD,ATL,20-Apr,229,91.27,89.96,89.52,0,0,3.99,2.98,14.18,5.59,1.04,0.81,1.61,4.89
ORD,AUS,20-Apr,67,92.54,91.04,91.04,0,0,3.7,2.18,13.13,4.28,1.85,1.66,2.04,4.04
ORD,BDL,20-Apr,31,100,96.77,100,0,0,0.48,3.29,14.16,0.9,2.71,0.61,0,0
ORD,BHM,20-Apr,43,93.02,90.7,100,0,0,2.14,3.67,14.42,3.74,3.79,0.66,0.09,0.84
ORD,BNA,20-Apr,175,94.86,92.57,96.57,0,0,2.26,4.45,15.45,3.61,3.94,0.49,0.41,1.18
ORD,BOS,20-Apr,138,96.38,95.65,99.28,0,0,1.26,2.58,13.55,2,0.78,1.08,0.24,0.31
ORD,BUF,20-Apr,78,98.72,96.15,100,0,0,0.78,4.92,16.05,2.14,2.9,0.29,0,0.13
ORD,BWI,20-Apr,50,100,94,100,0,0,0.6,3.85,15.2,1.88,2.84,0.65,0.28,0
ORD,CLE,20-Apr,99,95.96,91.92,97.98,0,0,1.32,3.52,14.38,3.01,1.69,1.19,0.54,0.86
ORD,CLT,20-Apr,179,95.53,93.3,98.88,0,0,1.61,3.42,14.12,2.69,1.67,1.24,0,0.37
ORD,CVG,20-Apr,156,92.95,88.46,93.59,0,0,2.1,4.57,15.63,4.11,1.59,0.79,1.13,2.42
ORD,DAY,20-Apr,26,100,96.15,96.15,0,0,0,5.31,16.31,1.27,1.15,1.68,1.23,0.69
ORD,DCA,20-Apr,143,96.5,95.1,98.6,0,0,1.67,2.94,13.83,2.42,0.64,0.94,0.05,0.57
ORD,DEN,20-Apr,192,97.4,94.79,97.92,0,0,1.31,3.55,14.68,2.73,1.09,1.43,0.76,1.15
ORD,DFW,20-Apr,221,93.21,90.95,92.31,0,0,4.1,3.21,14.04,5.49,0.96,4.12,1.16,4.33
ORD,DTW,20-Apr,214,96.26,94.86,96.26,0,0,1.91,4.3,15.13,3.54,1.33,1.81,0.86,1.97
ORD,EWR,20-Apr,70,92.86,87.14,94.29,0,0,2.76,4.89,16.27,5.24,0.2,0.81,0.83,2.39
ORD,FLL,20-Apr,81,98.77,96.3,98.77,0,0,1.36,2.92,14.09,2.25,0.3,1.65,0,0.41
ORD,HNL,20-Apr,15,53.33,53.33,60,0,0,26.2,5.35,16.8,29.13,0.8,0.93,1.13,26.4
ORD,HOU,20-Apr,1,100,100,100,0,0,0,0,11,0,0,0,0,0
ORD,HPN,20-Apr,3,100,100,66.67,0,0,0,7.13,18.33,0.67,45.33,0,33,29.67
ORD,IAD,20-Apr,93,95.7,93.55,95.7,0,0,1.51,3.98,15.35,3.16,0.14,0.68,0.49,1.73
ORD,IAH,20-Apr,209,93.3,91.87,91.87,0,0,3.44,3.01,14.31,4.41,2.17,1.61,1.21,3.61
ORD,IND,20-Apr,113,99.12,99.12,98.23,0,0,0.46,3.09,14.16,1.04,2.58,0.94,0.11,0.35
ORD,JAX,20-Apr,72,97.22,91.67,95.83,0,0,2.19,5.43,16.33,4.1,4.1,0.79,1.99,2.82
ORD,JFK,20-Apr,12,66.67,58.33,66.67,0,0,30.67,3.53,14.67,33.83,2.33,0.57,4,33.42
ORD,LAS,20-Apr,110,96.36,96.36,99.09,0,0,0.96,1.93,12.74,1.49,1.23,0.74,0.2,0.37
ORD,LAX,20-Apr,252,94.05,92.46,95.24,0,0,3.21,3.38,14.47,4.7,1.3,0.71,1.01,3.13
ORD,LGA,20-Apr,81,98.77,95.06,98.77,0,0,1.4,2.74,13.73,2.4,0.48,0.82,0.81,1.35
ORD,MCI,20-Apr,57,92.98,94.74,98.25,0,0,1.4,2.19,13.21,1.7,2.07,0.93,0.14,0.44
ORD,MCO,20-Apr,104,96.15,94.23,98.08,0,0,1.56,2.83,13.71,2.53,0.4,2.71,0.19,0.81
ORD,MDW,20-Apr,1,0,0,0,0,0,30,2.6,14,33,6,0,8,39
ORD,MEM,20-Apr,52,98.08,92.31,98.08,0,0,0.69,6.86,17.69,3.54,2.33,6.97,4.12,2.46
ORD,MHT,20-Apr,53,96.23,94.34,96.23,0,0,2.09,4.47,15.43,3.36,6.25,0.55,0.32,1.7
ORD,MIA,20-Apr,169,93.49,91.72,94.08,0,0,2.67,3.06,13.92,3.79,0.76,0.68,0.72,2.74
ORD,MKE,20-Apr,73,94.52,90.41,95.89,0,0,2.63,4.73,15.51,4.96,3.95,0.19,0.96,0.99
ORD,MSP,20-Apr,146,93.84,91.78,95.21,0,0,2.45,3.75,14.54,4.56,2.04,0.21,0.96,2.46
ORD,MSY,20-Apr,83,97.59,95.18,96.39,0,0,2.01,4.74,15.53,3.36,1.89,0.57,2.29,2.31
ORD,OMA,20-Apr,78,98.72,94.87,100,0,0,0.53,4.06,15.21,1.91,2.56,0.59,0.36,0.37
ORD,PBI,20-Apr,18,94.44,94.44,100,0,0,1.06,1.54,12.56,1.22,1.17,0.93,0.89,0.44
ORD,PDX,20-Apr,41,90.24,90.24,97.56,0,0,2.59,4.26,16.29,3.88,1.27,0.45,0.44,1.34
ORD,PHL,20-Apr,108,98.15,93.52,99.07,0,0,1.38,3.02,13.8,2.48,0.73,0.64,0.16,0.8
ORD,PHX,20-Apr,161,93.17,90.06,95.03,0,0,2.36,2.96,13.76,3.41,0.7,0.81,0.93,1.94
ORD,PIT,20-Apr,88,96.59,93.18,97.73,0,0,2.32,4.34,15.38,3.98,4.15,1.01,0.1,1.7
ORD,PSP,20-Apr,29,100,100,100,0,0,0.69,2.37,13.1,1.14,1.93,0.31,1.24,0.48
ORD,PVD,20-Apr,36,100,91.67,100,0,0,0.31,7.35,18.19,2.5,3.31,0.06,0.39,0.39
ORD,RDU,20-Apr,88,100,96.59,97.73,0,0,0.34,5.08,16.15,2.43,4.03,1.45,1.48,1.27
ORD,RFD,20-Apr,4,50,25,25,0,0,32.25,5.55,16.5,36.75,3.25,0,6.5,38.75
ORD,RSW,20-Apr,79,96.2,96.2,97.47,0,0,2.46,2.52,13.35,3.24,0.62,1.64,0.14,1.52
ORD,SAN,20-Apr,74,95.95,95.95,94.59,0,0,1.81,2.14,12.95,2.23,1.14,0.78,0.7,1.47
ORD,SAT,20-Apr,30,100,100,96.67,0,0,0.33,4.03,15.27,0.9,8.27,0.9,2.17,0.77
ORD,SDF,20-Apr,127,97.64,94.49,97.64,0,0,0.86,3.98,14.93,2.33,2.85,1.06,0.39,0.64
ORD,SEA,20-Apr,147,89.12,86.39,87.76,0,0,5.09,4.12,16.49,7.31,1.21,1.39,2.19,6.24
ORD,SFO,20-Apr,114,92.98,89.47,96.49,0,0,3.3,4.2,15.5,4.74,0.71,1.06,0.27,1.6
ORD,SJC,20-Apr,6,83.33,83.33,83.33,0,0,17,2.08,12.67,18,1.17,1.28,0,14.83
ORD,SJU,20-Apr,1,100,100,100,0,0,0,7.9,19,0,0,0.9,0,0
ORD,SLC,20-Apr,108,97.22,94.44,97.22,0,0,1.8,3.93,15.34,2.83,2.47,1.04,2.06,2.35
ORD,SMF,20-Apr,17,100,94.12,100,0,0,0.41,6.14,17.65,1.59,1.06,0.31,0.12,0
