Departure,Arrival,Date,"Flight
Count","% On-Time
Gate
Departures","% On-Time
Airport
Departures","% On-Time
Gate
Arrivals","Arrivals
With
EDCT","Average
EDCT
Where
EDCT>0","Gate
Departure
Delay","Taxi
Out
Delay","Average
Taxi
Out
Time","Airport
Departure
Delay","Airborne
Delay","Taxi
In
Delay","Block
Delay","Gate
Arrival
Delay"
ABQ,ATL,4/1/2020,1,100,100,100,0,0,0,0,10,0,0,0,0,0
ABQ,ATL,4/3/2020,1,100,100,100,0,0,0,6.3,19,0,4,0,7,0
ABQ,ATL,4/5/2020,1,100,100,100,0,0,0,0,10,0,0,0,0,0
ABQ,ATL,4/6/2020,1,100,100,100,0,0,0,0,11,0,0,0,0,0
ABQ,ATL,4/7/2020,1,100,100,100,0,0,0,3.3,16,0,0,0,0,0
ABQ,ATL,4/8/2020,1,100,100,100,0,0,5,0,8,0,0,0,0,0
ABQ,ATL,4/9/2020,1,100,100,100,0,0,0,0,12,0,0,0,0,0
ABQ,ATL,4/12/2020,1,100,0,0,0,0,0,21.3,34,16,17,3,31,26
ABQ,ATL,4/13/2020,1,100,100,100,0,0,0,11.3,24,0,0,0,0,0
ABQ,ATL,4/14/2020,1,100,100,100,0,0,0,0.3,13,0,0,0,0,0
ABQ,AUS,4/1/2020,1,100,100,100,0,0,0,0.5,8,0,1,0,0,0
ABQ,AUS,4/2/2020,1,100,100,100,0,0,5,1.5,9,7,2,0,0,0
ABQ,AUS,4/3/2020,1,100,100,100,0,0,0,0.5,8,0,0,0,0,0
ABQ,AUS,4/5/2020,1,100,100,100,0,0,0,0,7,0,0,0,0,0
ABQ,AUS,4/8/2020,1,0,0,100,0,0,17,1.5,9,19,0,0,0,1
ABQ,AUS,4/9/2020,1,100,100,100,0,0,0,2.5,10,0,3,0,0,0
ABQ,AUS,4/10/2020,1,100,100,100,0,0,0,2.5,10,0,3,0,0,0
ABQ,AUS,4/12/2020,1,100,100,100,0,0,0,4.5,12,1,9,0,7,3
ABQ,AUS,4/13/2020,1,100,100,100,0,0,0,2.5,10,0,1,0,0,0
ABQ,AUS,4/14/2020,1,100,100,100,0,0,0,4.5,12,0,4,1.9,0,0
ABQ,AUS,4/15/2020,1,100,100,100,0,0,0,3.5,11,4,2,0,0,0
ABQ,AUS,4/16/2020,1,100,100,100,0,0,0,0.5,8,0,2,0.9,0,0
ABQ,AUS,4/17/2020,1,100,100,100,0,0,0,0.5,8,0,7,0,0,0
ABQ,AUS,4/19/2020,1,100,100,100,0,0,0,0.5,8,0,2,0.9,0,0
ABQ,AUS,4/20/2020,1,100,100,100,0,0,0,2.5,10,0,0,0,0,0
ABQ,AUS,4/21/2020,1,100,100,100,0,0,0,0,7,0,1,0,0,0
ABQ,AUS,4/24/2020,1,100,100,100,0,0,0,5.5,13,0,2,0,0,0
ABQ,AUS,4/26/2020,1,100,100,100,0,0,0,1.5,9,0,1,0,0,0
ABQ,AUS,4/27/2020,1,100,100,100,0,0,0,0.5,8,0,3,0,0,0
ABQ,AUS,4/28/2020,1,100,100,100,0,0,0,0.5,8,0,2,0,0,0
ABQ,AUS,4/29/2020,1,100,100,100,0,0,0,0.5,8,0,4,0.9,0,0
ABQ,BWI,4/4/2020,1,100,100,100,0,0,0,1.5,9,2,3,0,0,0
ABQ,BWI,4/5/2020,1,100,100,100,0,0,0,0.5,8,0,4,0,0,0
ABQ,BWI,4/6/2020,1,100,100,100,0,0,0,0,7,0,2,0,0,0
ABQ,BWI,4/7/2020,1,100,100,100,0,0,0,12.5,20,13,3,0.3,0,0
ABQ,BWI,4/8/2020,1,100,100,100,0,0,0,1.5,9,0,2,0,0,0
ABQ,BWI,4/9/2020,1,100,100,100,0,0,0,0,7,0,22,0.3,0,0
ABQ,BWI,4/10/2020,1,100,100,100,0,0,2,0,7,2,0,0,0,0
ABQ,BWI,4/11/2020,1,100,100,100,0,0,0,1.5,9,0,3,0.3,0,0
ABQ,BWI,4/12/2020,1,100,100,100,0,0,0,2.5,10,1,0,0,0,0
ABQ,BWI,4/13/2020,1,100,100,100,0,0,0,0.5,8,0,7,0,0,0
ABQ,BWI,4/18/2020,1,100,100,100,0,0,3,2.5,10,6,0,0,0,0
ABQ,BWI,4/25/2020,1,100,100,100,0,0,0,0.5,8,0,1,0,0,0
ABQ,DAL,4/1/2020,2,100,100,100,0,0,0,2,9.5,1,1,0.7,0,0
ABQ,DAL,4/2/2020,3,100,100,100,0,0,0,1.5,9,0.67,7.33,0,0,0
ABQ,DAL,4/3/2020,4,100,100,100,0,0,0,0.63,7.75,0,6.75,0.1,0,0
ABQ,DAL,4/4/2020,3,100,100,100,0,0,0,0.17,7.33,0,6,0.13,0,0
ABQ,DAL,4/5/2020,2,100,100,100,0,0,0,2,9.5,0,2.5,0.7,0,0
ABQ,DAL,4/6/2020,2,100,100,100,0,0,0,1,8.5,0,1.5,0,0,0
ABQ,DAL,4/7/2020,3,100,100,100,0,0,0,0.17,7.33,0,3.67,0.13,0,0
ABQ,DAL,4/8/2020,2,100,100,100,0,0,0,1,8.5,0,0,0.2,0,0
ABQ,DAL,4/9/2020,2,100,100,100,0,0,0,2,9.5,0,5.5,0,0,0
ABQ,DAL,4/10/2020,2,100,100,100,0,0,0,0,6.5,0,6,0.2,0,0
ABQ,DAL,4/11/2020,2,100,100,100,0,0,0.5,2,9.5,2.5,7,0,0,0.5
ABQ,DAL,4/12/2020,2,100,100,100,0,0,0,3,10.5,0,7,2.2,0,0
ABQ,DAL,4/13/2020,2,100,100,100,0,0,0.5,4.5,12,4.5,7.5,0,0,0
ABQ,DAL,4/14/2020,4,100,100,100,0,0,0.25,4.13,10.25,2,8.5,0.45,0,0
ABQ,DAL,4/15/2020,3,100,100,100,0,0,0,0.5,7,0,4.33,0,0,0
ABQ,DAL,4/16/2020,3,100,100,100,0,0,0,1,8.33,0.67,5,0.6,0,0
ABQ,DAL,4/17/2020,3,100,100,100,0,0,0,0.67,8,0,4.67,0,0,0
ABQ,DAL,4/18/2020,1,100,100,100,0,0,0,1.5,9,0,7,0,0,0
ABQ,DAL,4/19/2020,2,100,100,100,0,0,0,1.25,8.5,1.5,6,0.4,5,4.5
ABQ,DAL,4/20/2020,3,100,100,100,0,0,0,1.83,9.33,0.33,3.33,0,0,0
ABQ,DAL,4/21/2020,4,100,100,100,0,0,0,0.5,7.75,0.25,3,0,0,0
ABQ,DAL,4/22/2020,3,100,100,100,0,0,0,4.17,11.67,1,6.33,0.13,0,0
ABQ,DAL,4/23/2020,2,100,100,100,0,0,0,0.75,8,0,5,0,0,0
ABQ,DAL,4/24/2020,4,100,100,100,0,0,0,2.25,9.75,1.25,7.25,0,0,0
ABQ,DAL,4/25/2020,1,100,100,100,0,0,0,1.5,9,0,7,0,0,0
ABQ,DAL,4/27/2020,3,100,100,100,0,0,0,2,9.33,0,2.67,0.8,0,0
ABQ,DAL,4/28/2020,3,100,66.67,100,0,0,2,3,10.33,5,4,0,1.67,3.67
ABQ,DAL,4/29/2020,3,100,100,100,0,0,0,0.67,8,0,4.33,0.27,0,0
ABQ,DAL,4/30/2020,2,100,100,100,0,0,4,1.5,9,6,3.5,0.4,0,1
ABQ,DEN,4/1/2020,4,100,100,100,0,0,0,1.9,10.5,0,2,0.63,0,0
ABQ,DEN,4/2/2020,3,100,100,100,0,0,0,4.17,12.33,2.67,0,0,0,0
ABQ,DEN,4/3/2020,3,66.67,66.67,100,0,0,5.67,4.67,13.67,6.67,0.67,1.13,0,2
ABQ,DEN,4/4/2020,3,100,100,100,0,0,0,9.5,18.33,3.67,1.33,4.23,8,2.33
ABQ,DEN,4/5/2020,4,100,100,100,0,0,0,3.88,12.5,0.25,3,2.18,0.5,0
ABQ,DEN,4/6/2020,3,100,100,100,0,0,0,4.43,13,0,0,3.3,0,0
ABQ,DEN,4/7/2020,2,100,100,100,0,0,0,4,12.5,0,0,0,0,0
ABQ,DEN,4/8/2020,2,100,100,100,0,0,0,0.55,8.5,0,2.5,0.05,0,0
ABQ,DEN,4/9/2020,3,100,100,100,0,0,0.33,2.03,10.67,0.33,1.67,1.47,0,0
ABQ,DEN,4/10/2020,2,100,100,100,0,0,0.5,0.55,8.5,0.5,3.5,2.5,0,0
ABQ,DEN,4/11/2020,3,100,100,100,0,0,0,7.47,16.67,0.67,1,2.3,1.67,0
ABQ,DEN,4/12/2020,4,100,100,100,0,0,0,3.78,12.25,0.25,1.5,1.07,0.5,0
ABQ,DEN,4/13/2020,2,100,100,100,0,0,0,11.05,20.5,5.5,4,3.05,0,0
ABQ,DEN,4/14/2020,4,100,100,75,0,0,0,6.03,14.5,3,3.25,0,5.5,4.5
ABQ,DEN,4/15/2020,4,100,100,100,0,0,0.25,1.4,9.5,0.75,2.25,0.6,1.5,0.25
ABQ,DEN,4/16/2020,2,100,100,100,0,0,0,2.55,12,0,3,1.7,0,0
ABQ,DEN,4/17/2020,2,100,100,100,0,0,0,4.25,13,2,3,0,0,0
